pid,block,trial,start,end,edge_count,cyclomatic,stim_time,edges,n_paths,response,rt
MP01,1,1,"(0, 2)","(3, 1)",18,3,3,"[((2, 2), (2, 3)), ((2, 3), (2, 2)), ((1, 0), (1, 1)), ((1, 1), (1, 0)), ((1, 1), (1, 2)), ((1, 2), (1, 1)), ((0, 1), (1, 1)), ((1, 1), (0, 1)), ((2, 0), (3, 0)), ((3, 0), (2, 0)), ((0, 2), (0, 3)), ((0, 3), (0, 2)), ((2, 1), (2, 2)), ((2, 2), (2, 1)), ((2, 1), (3, 1)), ((3, 1), (2, 1)), ((1, 2), (2, 2)), ((2, 2), (1, 2)), ((3, 1), (3, 2)), ((3, 2), (3, 1)), ((1, 3), (2, 3)), ((2, 3), (1, 3)), ((1, 0), (2, 0)), ((2, 0), (1, 0)), ((2, 2), (3, 2)), ((3, 2), (2, 2)), ((2, 0), (2, 1)), ((2, 1), (2, 0)), ((3, 2), (3, 3)), ((3, 3), (3, 2)), ((0, 3), (1, 3)), ((1, 3), (0, 3)), ((0, 0), (1, 0)), ((1, 0), (0, 0)), ((3, 0), (3, 1)), ((3, 1), (3, 0))]",7,3,1.2719
MP01,1,2,"(1, 0)","(2, 3)",17,2,3,"[((2, 2), (2, 3)), ((2, 3), (2, 2)), ((1, 1), (2, 1)), ((2, 1), (1, 1)), ((2, 3), (3, 3)), ((3, 3), (2, 3)), ((0, 2), (1, 2)), ((1, 2), (0, 2)), ((1, 0), (1, 1)), ((1, 1), (1, 0)), ((0, 1), (0, 2)), ((0, 2), (0, 1)), ((0, 2), (0, 3)), ((0, 3), (0, 2)), ((2, 1), (2, 2)), ((2, 2), (2, 1)), ((1, 2), (1, 3)), ((1, 3), (1, 2)), ((2, 0), (3, 0)), ((3, 0), (2, 0)), ((1, 2), (2, 2)), ((2, 2), (1, 2)), ((0, 1), (1, 1)), ((1, 1), (0, 1)), ((2, 1), (3, 1)), ((3, 1), (2, 1)), ((2, 0), (2, 1)), ((2, 1), (2, 0)), ((0, 0), (1, 0)), ((1, 0), (0, 0)), ((3, 2), (3, 3)), ((3, 3), (3, 2)), ((0, 3), (1, 3)), ((1, 3), (0, 3))]",3,3,2.2976
MP01,1,3,"(2, 0)","(1, 3)",18,3,3,"[((1, 2), (2, 2)), ((2, 2), (1, 2)), ((2, 2), (2, 3)), ((2, 3), (2, 2)), ((2, 0), (2, 1)), ((2, 1), (2, 0)), ((2, 1), (2, 2)), ((2, 2), (2, 1)), ((0, 3), (1, 3)), ((1, 3), (0, 3)), ((0, 2), (0, 3)), ((0, 3), (0, 2)), ((0, 1), (1, 1)), ((1, 1), (0, 1)), ((3, 2), (3, 3)), ((3, 3), (3, 2)), ((1, 1), (2, 1)), ((2, 1), (1, 1)), ((1, 2), (1, 3)), ((1, 3), (1, 2)), ((0, 1), (0, 2)), ((0, 2), (0, 1)), ((1, 1), (1, 2)), ((1, 2), (1, 1)), ((3, 0), (3, 1)), ((3, 1), (3, 0)), ((2, 0), (3, 0)), ((3, 0), (2, 0)), ((1, 0), (2, 0)), ((2, 0), (1, 0)), ((1, 3), (2, 3)), ((2, 3), (1, 3)), ((3, 1), (3, 2)), ((3, 2), (3, 1)), ((0, 0), (0, 1)), ((0, 1), (0, 0))]",6,4,1.2128
MP01,1,4,"(3, 2)","(0, 1)",17,2,3,"[((2, 0), (3, 0)), ((3, 0), (2, 0)), ((0, 0), (1, 0)), ((1, 0), (0, 0)), ((3, 0), (3, 1)), ((3, 1), (3, 0)), ((0, 2), (1, 2)), ((1, 2), (0, 2)), ((1, 1), (2, 1)), ((2, 1), (1, 1)), ((3, 2), (3, 3)), ((3, 3), (3, 2)), ((0, 0), (0, 1)), ((0, 1), (0, 0)), ((2, 2), (2, 3)), ((2, 3), (2, 2)), ((2, 3), (3, 3)), ((3, 3), (2, 3)), ((3, 1), (3, 2)), ((3, 2), (3, 1)), ((2, 1), (3, 1)), ((3, 1), (2, 1)), ((1, 2), (2, 2)), ((2, 2), (1, 2)), ((0, 2), (0, 3)), ((0, 3), (0, 2)), ((0, 3), (1, 3)), ((1, 3), (0, 3)), ((1, 3), (2, 3)), ((2, 3), (1, 3)), ((2, 2), (3, 2)), ((3, 2), (2, 2)), ((0, 1), (1, 1)), ((1, 1), (0, 1))]",5,1,0.7856
MP01,1,5,"(2, 0)","(1, 3)",17,2,3,"[((1, 1), (1, 2)), ((1, 2), (1, 1)), ((3, 0), (3, 1)), ((3, 1), (3, 0)), ((2, 0), (2, 1)), ((2, 1), (2, 0)), ((2, 2), (3, 2)), ((3, 2), (2, 2)), ((1, 0), (1, 1)), ((1, 1), (1, 0)), ((0, 0), (1, 0)), ((1, 0), (0, 0)), ((2, 2), (2, 3)), ((2, 3), (2, 2)), ((2, 1), (3, 1)), ((3, 1), (2, 1)), ((1, 2), (2, 2)), ((2, 2), (1, 2)), ((1, 0), (2, 0)), ((2, 0), (1, 0)), ((0, 3), (1, 3)), ((1, 3), (0, 3)), ((1, 3), (2, 3)), ((2, 3), (1, 3)), ((0, 1), (0, 2)), ((0, 2), (0, 1)), ((2, 3), (3, 3)), ((3, 3), (2, 3)), ((2, 0), (3, 0)), ((3, 0), (2, 0)), ((0, 2), (0, 3)), ((0, 3), (0, 2)), ((1, 1), (2, 1)), ((2, 1), (1, 1))]",5,3,0.8393
MP01,1,6,"(3, 1)","(0, 2)",16,1,3,"[((3, 1), (3, 2)), ((3, 2), (3, 1)), ((2, 3), (3, 3)), ((3, 3), (2, 3)), ((1, 0), (2, 0)), ((2, 0), (1, 0)), ((2, 0), (2, 1)), ((2, 1), (2, 0)), ((2, 0), (3, 0)), ((3, 0), (2, 0)), ((0, 2), (0, 3)), ((0, 3), (0, 2)), ((0, 3), (1, 3)), ((1, 3), (0, 3)), ((0, 0), (0, 1)), ((0, 1), (0, 0)), ((0, 1), (1, 1)), ((1, 1), (0, 1)), ((3, 0), (3, 1)), ((3, 1), (3, 0)), ((2, 2), (2, 3)), ((2, 3), (2, 2)), ((2, 1), (2, 2)), ((2, 2), (2, 1)), ((1, 2), (1, 3)), ((1, 3), (1, 2)), ((0, 0), (1, 0)), ((1, 0), (0, 0)), ((1, 2), (2, 2)), ((2, 2), (1, 2)), ((1, 0), (1, 1)), ((1, 1), (1, 0))]",1,1,0.655
MP01,1,7,"(0, 1)","(3, 2)",16,1,3,"[((0, 0), (0, 1)), ((0, 1), (0, 0)), ((2, 2), (2, 3)), ((2, 3), (2, 2)), ((0, 3), (1, 3)), ((1, 3), (0, 3)), ((2, 0), (3, 0)), ((3, 0), (2, 0)), ((1, 0), (2, 0)), ((2, 0), (1, 0)), ((1, 0), (1, 1)), ((1, 1), (1, 0)), ((2, 1), (3, 1)), ((3, 1), (2, 1)), ((2, 0), (2, 1)), ((2, 1), (2, 0)), ((0, 2), (0, 3)), ((0, 3), (0, 2)), ((1, 2), (1, 3)), ((1, 3), (1, 2)), ((1, 1), (1, 2)), ((1, 2), (1, 1)), ((2, 2), (3, 2)), ((3, 2), (2, 2)), ((2, 3), (3, 3)), ((3, 3), (2, 3)), ((1, 2), (2, 2)), ((2, 2), (1, 2)), ((0, 0), (1, 0)), ((1, 0), (0, 0)), ((3, 0), (3, 1)), ((3, 1), (3, 0))]",1,1,1.6064
MP01,1,8,"(0, 1)","(3, 2)",17,2,3,"[((3, 2), (3, 3)), ((3, 3), (3, 2)), ((3, 0), (3, 1)), ((3, 1), (3, 0)), ((2, 2), (2, 3)), ((2, 3), (2, 2)), ((0, 0), (1, 0)), ((1, 0), (0, 0)), ((0, 0), (0, 1)), ((0, 1), (0, 0)), ((2, 1), (3, 1)), ((3, 1), (2, 1)), ((2, 2), (3, 2)), ((3, 2), (2, 2)), ((0, 1), (1, 1)), ((1, 1), (0, 1)), ((0, 2), (1, 2)), ((1, 2), (0, 2)), ((1, 1), (2, 1)), ((2, 1), (1, 1)), ((1, 1), (1, 2)), ((1, 2), (1, 1)), ((1, 0), (2, 0)), ((2, 0), (1, 0)), ((1, 2), (1, 3)), ((1, 3), (1, 2)), ((0, 3), (1, 3)), ((1, 3), (0, 3)), ((0, 1), (0, 2)), ((0, 2), (0, 1)), ((1, 0), (1, 1)), ((1, 1), (1, 0)), ((1, 2), (2, 2)), ((2, 2), (1, 2))]",5,2,0.5868
MP01,1,9,"(2, 3)","(1, 0)",18,3,3,"[((0, 2), (1, 2)), ((1, 2), (0, 2)), ((0, 3), (1, 3)), ((1, 3), (0, 3)), ((1, 2), (1, 3)), ((1, 3), (1, 2)), ((0, 0), (1, 0)), ((1, 0), (0, 0)), ((1, 0), (2, 0)), ((2, 0), (1, 0)), ((2, 0), (3, 0)), ((3, 0), (2, 0)), ((2, 0), (2, 1)), ((2, 1), (2, 0)), ((3, 0), (3, 1)), ((3, 1), (3, 0)), ((1, 2), (2, 2)), ((2, 2), (1, 2)), ((0, 1), (1, 1)), ((1, 1), (0, 1)), ((1, 3), (2, 3)), ((2, 3), (1, 3)), ((2, 1), (2, 2)), ((2, 2), (2, 1)), ((3, 1), (3, 2)), ((3, 2), (3, 1)), ((0, 0), (0, 1)), ((0, 1), (0, 0)), ((1, 0), (1, 1)), ((1, 1), (1, 0)), ((1, 1), (1, 2)), ((1, 2), (1, 1)), ((2, 3), (3, 3)), ((3, 3), (2, 3)), ((3, 2), (3, 3)), ((3, 3), (3, 2))]",6,3,2.6513
MP01,1,10,"(0, 2)","(3, 1)",16,1,3,"[((3, 2), (3, 3)), ((3, 3), (3, 2)), ((2, 2), (2, 3)), ((2, 3), (2, 2)), ((2, 0), (2, 1)), ((2, 1), (2, 0)), ((1, 0), (2, 0)), ((2, 0), (1, 0)), ((2, 2), (3, 2)), ((3, 2), (2, 2)), ((3, 0), (3, 1)), ((3, 1), (3, 0)), ((2, 1), (3, 1)), ((3, 1), (2, 1)), ((1, 2), (1, 3)), ((1, 3), (1, 2)), ((0, 0), (0, 1)), ((0, 1), (0, 0)), ((0, 1), (1, 1)), ((1, 1), (0, 1)), ((0, 3), (1, 3)), ((1, 3), (0, 3)), ((2, 3), (3, 3)), ((3, 3), (2, 3)), ((2, 1), (2, 2)), ((2, 2), (2, 1)), ((1, 3), (2, 3)), ((2, 3), (1, 3)), ((1, 1), (1, 2)), ((1, 2), (1, 1)), ((0, 2), (1, 2)), ((1, 2), (0, 2))]",2,1,1.0061
MP01,1,11,"(2, 3)","(1, 0)",17,2,3,"[((3, 0), (3, 1)), ((3, 1), (3, 0)), ((1, 0), (1, 1)), ((1, 1), (1, 0)), ((0, 2), (1, 2)), ((1, 2), (0, 2)), ((1, 2), (1, 3)), ((1, 3), (1, 2)), ((0, 0), (1, 0)), ((1, 0), (0, 0)), ((0, 1), (1, 1)), ((1, 1), (0, 1)), ((3, 2), (3, 3)), ((3, 3), (3, 2)), ((1, 1), (1, 2)), ((1, 2), (1, 1)), ((2, 3), (3, 3)), ((3, 3), (2, 3)), ((0, 3), (1, 3)), ((1, 3), (0, 3)), ((2, 0), (2, 1)), ((2, 1), (2, 0)), ((0, 0), (0, 1)), ((0, 1), (0, 0)), ((1, 1), (2, 1)), ((2, 1), (1, 1)), ((1, 0), (2, 0)), ((2, 0), (1, 0)), ((3, 1), (3, 2)), ((3, 2), (3, 1)), ((2, 1), (3, 1)), ((3, 1), (2, 1)), ((2, 1), (2, 2)), ((2, 2), (2, 1))]",3,3,0.6183
MP01,1,12,"(0, 2)","(3, 1)",17,2,3,"[((2, 0), (3, 0)), ((3, 0), (2, 0)), ((0, 2), (1, 2)), ((1, 2), (0, 2)), ((1, 0), (1, 1)), ((1, 1), (1, 0)), ((0, 2), (0, 3)), ((0, 3), (0, 2)), ((0, 1), (0, 2)), ((0, 2), (0, 1)), ((3, 2), (3, 3)), ((3, 3), (3, 2)), ((1, 1), (2, 1)), ((2, 1), (1, 1)), ((0, 1), (1, 1)), ((1, 1), (0, 1)), ((1, 2), (1, 3)), ((1, 3), (1, 2)), ((2, 1), (2, 2)), ((2, 2), (2, 1)), ((0, 0), (1, 0)), ((1, 0), (0, 0)), ((2, 3), (3, 3)), ((3, 3), (2, 3)), ((2, 1), (3, 1)), ((3, 1), (2, 1)), ((1, 0), (2, 0)), ((2, 0), (1, 0)), ((2, 2), (2, 3)), ((2, 3), (2, 2)), ((1, 1), (1, 2)), ((1, 2), (1, 1)), ((0, 0), (0, 1)), ((0, 1), (0, 0))]",5,1,1.5022
MP01,1,13,"(3, 2)","(0, 1)",17,2,3,"[((2, 2), (3, 2)), ((3, 2), (2, 2)), ((3, 0), (3, 1)), ((3, 1), (3, 0)), ((1, 0), (2, 0)), ((2, 0), (1, 0)), ((2, 1), (2, 2)), ((2, 2), (2, 1)), ((2, 2), (2, 3)), ((2, 3), (2, 2)), ((1, 1), (2, 1)), ((2, 1), (1, 1)), ((0, 0), (0, 1)), ((0, 1), (0, 0)), ((0, 0), (1, 0)), ((1, 0), (0, 0)), ((1, 3), (2, 3)), ((2, 3), (1, 3)), ((0, 2), (1, 2)), ((1, 2), (0, 2)), ((1, 0), (1, 1)), ((1, 1), (1, 0)), ((0, 1), (1, 1)), ((1, 1), (0, 1)), ((2, 3), (3, 3)), ((3, 3), (2, 3)), ((2, 0), (3, 0)), ((3, 0), (2, 0)), ((0, 3), (1, 3)), ((1, 3), (0, 3)), ((1, 1), (1, 2)), ((1, 2), (1, 1)), ((0, 1), (0, 2)), ((0, 2), (0, 1))]",3,3,1.1073
MP01,1,14,"(1, 0)","(2, 3)",17,2,3,"[((0, 1), (0, 2)), ((0, 2), (0, 1)), ((2, 1), (3, 1)), ((3, 1), (2, 1)), ((0, 0), (1, 0)), ((1, 0), (0, 0)), ((1, 1), (1, 2)), ((1, 2), (1, 1)), ((0, 2), (1, 2)), ((1, 2), (0, 2)), ((0, 0), (0, 1)), ((0, 1), (0, 0)), ((2, 1), (2, 2)), ((2, 2), (2, 1)), ((1, 2), (2, 2)), ((2, 2), (1, 2)), ((2, 0), (2, 1)), ((2, 1), (2, 0)), ((1, 1), (2, 1)), ((2, 1), (1, 1)), ((3, 0), (3, 1)), ((3, 1), (3, 0)), ((0, 2), (0, 3)), ((0, 3), (0, 2)), ((2, 2), (3, 2)), ((3, 2), (2, 2)), ((3, 2), (3, 3)), ((3, 3), (3, 2)), ((1, 0), (2, 0)), ((2, 0), (1, 0)), ((1, 3), (2, 3)), ((2, 3), (1, 3)), ((2, 2), (2, 3)), ((2, 3), (2, 2))]",4,2,1.3849
MP01,1,15,"(1, 3)","(2, 0)",18,3,3,"[((1, 0), (2, 0)), ((2, 0), (1, 0)), ((1, 3), (2, 3)), ((2, 3), (1, 3)), ((0, 0), (1, 0)), ((1, 0), (0, 0)), ((2, 2), (2, 3)), ((2, 3), (2, 2)), ((0, 1), (0, 2)), ((0, 2), (0, 1)), ((1, 1), (2, 1)), ((2, 1), (1, 1)), ((2, 0), (3, 0)), ((3, 0), (2, 0)), ((0, 2), (1, 2)), ((1, 2), (0, 2)), ((1, 1), (1, 2)), ((1, 2), (1, 1)), ((3, 2), (3, 3)), ((3, 3), (3, 2)), ((3, 0), (3, 1)), ((3, 1), (3, 0)), ((2, 0), (2, 1)), ((2, 1), (2, 0)), ((2, 1), (2, 2)), ((2, 2), (2, 1)), ((1, 2), (1, 3)), ((1, 3), (1, 2)), ((2, 3), (3, 3)), ((3, 3), (2, 3)), ((3, 1), (3, 2)), ((3, 2), (3, 1)), ((2, 2), (3, 2)), ((3, 2), (2, 2)), ((0, 3), (1, 3)), ((1, 3), (0, 3))]",7,2,2.3549
MP01,1,16,"(2, 0)","(1, 3)",18,3,3,"[((1, 2), (2, 2)), ((2, 2), (1, 2)), ((3, 0), (3, 1)), ((3, 1), (3, 0)), ((0, 2), (1, 2)), ((1, 2), (0, 2)), ((2, 1), (2, 2)), ((2, 2), (2, 1)), ((0, 2), (0, 3)), ((0, 3), (0, 2)), ((1, 3), (2, 3)), ((2, 3), (1, 3)), ((0, 0), (0, 1)), ((0, 1), (0, 0)), ((2, 2), (3, 2)), ((3, 2), (2, 2)), ((3, 1), (3, 2)), ((3, 2), (3, 1)), ((1, 1), (1, 2)), ((1, 2), (1, 1)), ((2, 0), (3, 0)), ((3, 0), (2, 0)), ((0, 3), (1, 3)), ((1, 3), (0, 3)), ((1, 0), (2, 0)), ((2, 0), (1, 0)), ((2, 3), (3, 3)), ((3, 3), (2, 3)), ((0, 1), (1, 1)), ((1, 1), (0, 1)), ((1, 1), (2, 1)), ((2, 1), (1, 1)), ((2, 1), (3, 1)), ((3, 1), (2, 1)), ((1, 0), (1, 1)), ((1, 1), (1, 0))]",7,3,1.95
